sub,mvc,ses,task,run,filepath,trial,trial_type,im_num,isStrength,gf_trPer,resp1,resp1RT,auc,auc_prop_targ,auc_rel_mvc,prop_valid_grip_samples,iscorr,resp1_diff,resp2,resp2RT,lure_bin,conf_median,resp2_bin_temp,resp2_bin_0,resp2_bin_1,resp2_bin_med,stimlev_mst
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,38.0,targ,165.0,1,0.4,outdoor,0.011803800007328391,9270.287965616046,0.9163261076245497,0.3665304430498199,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,39.0,targ,158.0,1,0.4,indoor,0.011685300007229671,8605.587392550144,0.8506234572740533,0.34024938290962137,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,40.0,targ,173.0,0,0.05,outdoor,1.4820021000050474,3162.7163323782233,2.5009618317082265,0.12504809158541133,0.5740740740740741,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,41.0,lure,88.0,0,0.05,indoor,1.258432399990852,2432.095988538682,1.9232136553366137,0.0961606827668307,1.0,,,,,4.0,,0,128,0,,4lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,42.0,targ,146.0,1,0.4,indoor,1.1642479000001913,9691.616045845272,0.9579724859486469,0.3831889943794588,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,43.0,lure,68.0,0,0.05,outdoor,0.47056260000681505,2461.08452722063,1.9461367445995807,0.09730683722997906,1.0,,,,,1.0,,0,128,0,,1lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,44.0,targ,163.0,1,0.4,outdoor,1.152667400005157,8284.005730659026,0.8188365620214915,0.32753462480859663,0.9634146341463414,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,45.0,targ,175.0,1,0.4,indoor,0.8232697999919765,8967.123209169054,0.8863596403179912,0.3545438561271965,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,46.0,targ,164.0,1,0.4,outdoor,1.7172305999993114,8971.84240687679,0.8868261117029881,0.3547304446811953,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,47.0,lure,89.0,0,0.05,indoor,0.8703375999903074,2365.978510028653,1.8709303416326528,0.09354651708163265,1.0,,,,,1.0,,0,128,0,,1lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,48.0,lure,85.0,0,0.05,outdoor,0.6587976000009803,2309.9570200573066,1.8266305709768356,0.09133152854884179,1.0,,,,,1.0,,0,128,0,,1lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,49.0,lure,66.0,1,0.4,outdoor,0.7645736999984365,9127.236389684815,0.9021861052590556,0.3608744421036223,1.0,,,,,1.0,,0,128,0,,1lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,50.0,targ,192.0,1,0.4,outdoor,0.635127100002137,8735.028653295129,0.8634181414375225,0.34536725657500905,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,51.0,lure,67.0,0,0.05,indoor,0.787946499985992,2289.878223495702,1.8107529839440943,0.09053764919720474,1.0,,,,,4.0,,0,128,0,,4lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,52.0,targ,157.0,1,0.4,indoor,0.8115267000102904,9082.438395415473,0.8977580258002008,0.35910321032008036,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,53.0,targ,174.0,1,0.4,indoor,0.6586011999897892,9652.567335243553,0.954112697220816,0.3816450788883265,0.9382716049382716,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,54.0,targ,129.0,1,0.4,outdoor,0.4939274999924237,8580.200573065902,0.8481140847961708,0.33924563391846835,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,55.0,lure,118.0,0,0.05,outdoor,1.01154829999723,2633.4942693409744,2.0824721408674476,0.10412360704337238,1.0,,,,,3.0,,0,128,0,,3lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,56.0,targ,138.0,1,0.4,outdoor,0.8939417000074172,8896.269340974211,0.8793560553706914,0.3517424221482766,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,57.0,lure,86.0,0,0.05,outdoor,0.635003700008383,2164.250716332378,1.7114112892079534,0.08557056446039768,1.0,,,,,1.0,,0,128,0,,1lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,58.0,lure,121.0,0,0.05,outdoor,0.43510909999895375,2112.1618911174787,1.6702213277854487,0.08351106638927244,1.0,,,,,5.0,,0,128,0,,5lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,59.0,targ,149.0,0,0.05,indoor,0.7290960000100313,2336.7578796561606,1.8478237226444412,0.09239118613222207,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,60.0,lure,74.0,0,0.05,outdoor,0.8821573000022909,2259.2779369627506,1.7865553827002612,0.08932776913501307,1.0,,,,,3.0,,0,128,0,,3lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,61.0,targ,191.0,1,0.4,outdoor,0.7763632999995025,10358.630372492837,1.0239038403934877,0.4095615361573951,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,62.0,lure,111.0,0,0.05,outdoor,0.7174222000030568,2789.319484240688,2.2056930920770896,0.11028465460385449,1.0,,,,,2.0,,0,128,0,,2lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,63.0,targ,142.0,0,0.05,indoor,0.7760924999893177,2541.67335243553,2.0098634765424084,0.10049317382712043,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,64.0,targ,184.0,1,0.4,indoor,0.8115802000102121,8452.363896848137,0.8354780065680982,0.33419120262723934,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,65.0,lure,105.0,1,0.4,outdoor,0.646817300003022,10198.207736389684,1.0080467871648824,0.403218714865953,1.0,,,,,2.0,,0,128,0,,2lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,66.0,targ,148.0,1,0.4,indoor,0.7057316999998875,10278.772206303725,1.0160102212462165,0.4064040884984867,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,67.0,targ,171.0,1,0.4,outdoor,0.6116409999958705,9022.62464183381,0.8918457063334068,0.35673828253336276,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,68.0,targ,179.0,0,0.05,indoor,1.1177234999922803,2846.2120343839542,2.2506816656523436,0.1125340832826172,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,69.0,targ,185.0,0,0.05,indoor,1.0350026999949478,2371.0114613180517,1.87491021771157,0.09374551088557852,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,70.0,lure,75.0,1,0.4,outdoor,0.6232060000038473,9308.131805157593,0.9200668002883907,0.36802672011535636,1.0,,,,,1.0,,0,128,0,,1lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,71.0,targ,133.0,0,0.05,outdoor,0.835039899990079,2505.3997134670485,1.9811795931259277,0.0990589796562964,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,72.0,lure,73.0,1,0.4,outdoor,0.7879862999980105,10127.226361031519,1.0010305987102164,0.4004122394840866,1.0,,,,,3.0,,0,128,0,,3lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,73.0,lure,93.0,0,0.05,outdoor,0.6468633000040427,2609.9799426934096,2.0638778607412696,0.10319389303706349,1.0,,,,,4.0,,0,128,0,,4lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,74.0,targ,150.0,1,0.4,indoor,0.788083599996753,10493.15759312321,1.0372012487271873,0.41488049949087497,0.8024691358024691,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,75.0,lure,92.0,0,0.05,outdoor,0.6822708999970928,2745.0458452722064,2.1706830976373603,0.10853415488186803,0.7345679012345679,,,,,2.0,,0,128,0,,2lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,76.0,targ,183.0,1,0.4,outdoor,0.6234786999993958,9503.169054441261,0.9393453517358513,0.37573814069434053,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,77.0,lure,83.0,0,0.05,indoor,0.7409283000015421,2630.875358166189,2.0804012005109827,0.10402006002554914,1.0,,,,,5.0,,0,128,0,,5lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,78.0,lure,122.0,1,0.4,indoor,1.6112334000063129,9774.46418338109,0.9661616502630366,0.3864646601052147,1.0,,,,,2.0,,0,128,0,,2lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,79.0,lure,106.0,1,0.4,indoor,1.023097700002836,9035.276504297994,0.8930962858115207,0.3572385143246083,1.0,,,,,5.0,,0,128,0,,5lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,80.0,lure,124.0,1,0.4,,2.0110810000041965,8939.77077363897,0.883655975569248,0.35346239022769926,1.0,,,,,2.0,,0,128,0,,2lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,81.0,lure,127.0,1,0.4,indoor,0.4704660999996122,9599.752148997135,0.9488921545347475,0.3795568618138991,1.0,,,,,1.0,,0,128,0,,1lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,82.0,lure,65.0,1,0.4,indoor,0.6704230000032112,9717.76217765043,0.960556913020958,0.3842227652083833,1.0,,,,,4.0,,0,128,0,,4lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,83.0,lure,81.0,0,0.05,indoor,0.6582420999911847,2094.5429799426934,1.656288929260393,0.08281444646301966,1.0,,,,,1.0,,0,128,0,,1lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,84.0,targ,190.0,1,0.4,indoor,0.5410322999960044,8386.753581661891,0.8289927231596839,0.3315970892638736,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,85.0,targ,137.0,1,0.4,indoor,0.8821615000051679,10264.349570200573,1.014584608789397,0.40583384351575885,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,86.0,targ,182.0,1,0.4,indoor,0.635008099998231,8133.5243553008595,0.8039621575301339,0.3215848630120536,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,87.0,lure,112.0,0,0.05,indoor,0.764354099999764,2545.5458452722064,2.0129257039951023,0.10064628519975512,1.0,,,,,2.0,,0,128,0,,2lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,88.0,targ,144.0,0,0.05,indoor,0.7997971000004327,2239.272206303725,1.770735573543986,0.08853677867719931,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,89.0,targ,188.0,1,0.4,indoor,0.5998163000040222,10554.59312320917,1.0432738734786857,0.41730954939147435,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,90.0,targ,176.0,0,0.05,outdoor,0.4703619000065373,2735.352435530086,2.163017899359549,0.10815089496797746,0.9506172839506173,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,91.0,targ,147.0,1,0.4,indoor,0.6469157000101404,9892.498567335244,0.9778288161607666,0.39113152646430666,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,92.0,lure,107.0,0,0.05,outdoor,1.5289785000059055,2711.234957020057,2.1439466685276427,0.10719733342638214,0.9814814814814815,,,,,1.0,,0,128,0,,1lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,93.0,targ,160.0,1,0.4,indoor,0.9057439000025624,8542.126074498567,0.8443505925291165,0.3377402370116466,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,94.0,lure,116.0,0,0.05,outdoor,0.9880716000043321,2828.339541547278,2.236548743908965,0.11182743719544827,1.0,,,,,3.0,,0,128,0,,3lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,95.0,lure,128.0,0,0.05,outdoor,0.5175466999935452,2364.4383954154728,1.8697124746287146,0.09348562373143574,1.0,,,,,3.0,,0,128,0,,3lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,96.0,lure,76.0,0,0.05,indoor,0.9997551999986172,2213.4627507163323,1.7503263883570552,0.08751631941785278,1.0,,,,,2.0,,0,128,0,,2lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,97.0,lure,123.0,0,0.05,outdoor,0.7997677000093972,2356.760744985673,1.8636412660016393,0.09318206330008197,1.0,,,,,2.0,,0,128,0,,2lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,98.0,targ,177.0,0,0.05,outdoor,0.8704194000019925,2255.339541547278,1.7834410418687945,0.08917205209343973,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,99.0,lure,126.0,0,0.05,outdoor,1.0232787999993889,2507.989971346705,1.9832278754916215,0.09916139377458108,1.0,,,,,3.0,,0,128,0,,3lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,100.0,targ,167.0,0,0.05,indoor,0.7293226000037976,2647.8037249283666,2.0937875414584584,0.10468937707292292,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,101.0,lure,115.0,1,0.4,indoor,0.48220739999669604,9681.141833810889,0.956937157382857,0.38277486295314284,1.0,,,,,4.0,,0,128,0,,4lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,102.0,lure,101.0,0,0.05,indoor,0.7645278999989387,2490.163323782235,1.9691312065334765,0.09845656032667384,1.0,,,,,2.0,,0,128,0,,2lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,103.0,targ,139.0,0,0.05,indoor,0.5292596999934176,2527.6017191977076,1.9987361372747963,0.09993680686373982,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,104.0,lure,102.0,0,0.05,outdoor,1.3172779000014998,2502.4613180515757,1.9788560161723672,0.09894280080861836,1.0,,,,,1.0,,0,128,0,,1lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,105.0,targ,166.0,0,0.05,indoor,0.8233487999968929,2719.805157593123,2.150723673567233,0.10753618367836167,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,106.0,targ,130.0,1,0.4,outdoor,0.5764959999942221,9958.585959885388,0.984361256512473,0.3937445026049892,0.8888888888888888,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,107.0,targ,141.0,0,0.05,indoor,0.6350772000005236,2406.2148997134673,1.9027478251727559,0.09513739125863781,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,108.0,lure,104.0,0,0.05,outdoor,0.5292922999942675,2407.3065902578796,1.9036110946211287,0.09518055473105645,1.0,,,,,2.0,,0,128,0,,2lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,109.0,targ,159.0,1,0.4,indoor,0.5880427999945823,9429.538681948425,0.9320673218753384,0.3728269287501354,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,110.0,targ,136.0,0,0.05,outdoor,0.4822764999989886,2407.313753581662,1.9036167591188213,0.09518083795594108,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,111.0,targ,172.0,0,0.05,outdoor,0.49688020000758115,2457.7879656160458,1.9435299427613835,0.09717649713806918,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,112.0,lure,120.0,1,0.4,outdoor,0.5998396000068169,9070.130372492837,0.8965414333082433,0.3586165733232973,1.0,,,,,4.0,,0,128,0,,4lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,113.0,targ,170.0,1,0.4,outdoor,0.5646485000033863,9246.684813753582,0.9139930426373538,0.3655972170549415,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,114.0,lure,91.0,1,0.4,indoor,0.5411130000138655,8973.760744985673,0.8870157307632525,0.35480629230530103,1.0,,,,,4.0,,0,128,0,,4lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,115.0,targ,151.0,0,0.05,outdoor,0.38815680000698194,2276.9126074498568,1.8005002431202408,0.09002501215601205,1.0,,,,,,,0,128,0,,0targ
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,116.0,lure,90.0,0,0.05,outdoor,0.3882247000001371,2550.1719197707735,2.0165838366050712,0.10082919183025357,1.0,,,,,1.0,,0,128,0,,1lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,117.0,lure,96.0,0,0.05,outdoor,1.317203900005552,2400.4914040114613,1.898221891516259,0.09491109457581295,1.0,,,,,1.0,,0,128,0,,1lure
68,25292,3,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject68_MST_session3_run1_11_18_15.mat,118.0,lure,99.0,0,0.05,outdoor,1.0703377000027103,2518.106017191977,1.9912272791333046,0.09956136395666523,1.0,,,,,5.0,,0,128,0,,5lure
