index,sub,mvc,ses,task,run,filepath,trial,stimLev,stimLev_i,isOddball,resp1_diff,isStrength,gf_trPer,iscorr,resp1,resp1RT,resp2,resp2RT,hit,miss,fa,cr,hit_1,hit_2,hit_3,hit_4,miss_1,miss_2,miss_3,miss_4,fa_1,fa_2,fa_3,fa_4,cr_1,cr_2,cr_3,cr_4,auc,auc_prop_targ,auc_rel_mvc,prop_valid_grip_samples,conf_median,resp2_bin_temp,resp2_bin_0,resp2_bin_1,resp2_bin_med
117,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,118.0,90,4,1,1.0,1,0.4,1,1.0,1.4701452999725007,4.0,0.28218560002278537,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4616.428366762178,0.7693021541731399,0.30772086166925594,1.0,3.0,1,61,39,1
118,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,119.0,45,3,1,0.0,0,0.05,0,2.0,1.282004299981054,2.0,0.42340020003030077,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1633.1805157593124,2.177283716516881,0.10886418582584405,1.0,3.0,0,61,39,0
119,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,120.0,20,2,1,1.0,0,0.05,1,1.0,1.705657100013923,4.0,0.24693920003483072,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,883.0702005730659,1.1772699647687854,0.05886349823843927,1.0,3.0,1,61,39,1
120,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,121.0,45,3,1,1.0,0,0.05,1,1.0,1.422980200033635,4.0,0.317433699965477,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,876.5916905444126,1.1686331029788195,0.058431655148940984,1.0,3.0,1,61,39,1
121,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,122.0,90,4,1,1.0,1,0.4,1,1.0,1.0820822000387125,4.0,0.15285339998081326,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4139.984240687679,0.689905386063138,0.27596215442525523,1.0,3.0,1,61,39,1
122,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,123.0,90,4,1,1.0,0,0.05,1,1.0,1.1526022999896668,4.0,0.23528949997853488,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1711.593123209169,2.2818199216226756,0.1140909960811338,1.0,3.0,1,61,39,1
123,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,124.0,20,2,1,0.0,1,0.4,0,2.0,2.034769400022924,2.0,2.7637773000169545,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3872.2851002865327,0.6452948107396568,0.2581179242958627,1.0,3.0,0,61,39,0
124,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,125.0,20,2,1,0.0,0,0.05,0,2.0,1.093753100023605,4.0,0.25882670003920794,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1502.0716332378224,2.0024951782933242,0.10012475891466621,1.0,3.0,1,61,39,1
125,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,126.0,90,4,1,1.0,1,0.4,1,1.0,1.2349777999916114,4.0,0.3293378999806009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3717.121776504298,0.6194377043901309,0.2477750817560524,1.0,3.0,1,61,39,1
126,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,127.0,5,1,1,0.0,1,0.4,0,2.0,1.7994414999848232,3.0,1.5406213999958709,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4164.28653295129,0.6939552281281312,0.2775820912512525,1.0,3.0,2,61,39,1
127,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,128.0,5,1,1,0.0,1,0.4,0,2.0,2.081677399983164,2.0,1.2820243999594823,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4659.656160458453,0.77650582596628,0.310602330386512,1.0,3.0,0,61,39,0
128,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,129.0,20,2,1,0.0,0,0.05,0,2.0,1.0939130999613553,2.0,0.6467957999557257,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1202.0501432664757,1.6025198550412953,0.08012599275206478,1.0,3.0,0,61,39,0
129,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,130.0,0,0,0,1.0,1,0.4,0,1.0,1.528940699994564,3.0,0.6115551000111736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3927.432664756447,0.6544848461465883,0.2617939384586353,1.0,3.0,2,61,39,1
130,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,131.0,90,4,1,1.0,0,0.05,1,1.0,1.293763299996499,4.0,0.44679469999391586,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1414.2879656160458,1.8854658920357896,0.09427329460178947,1.0,3.0,1,61,39,1
131,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,132.0,5,1,1,0.0,1,0.4,0,2.0,2.058181500004139,2.0,0.6468848999938928,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3533.150429799427,0.5887799009797738,0.23551196039190955,1.0,3.0,0,61,39,0
132,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,133.0,45,3,1,1.0,1,0.4,1,1.0,1.4113646000041626,4.0,0.3293173999991268,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4510.309455587392,0.7516180268609839,0.30064721074439354,1.0,3.0,1,61,39,1
133,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,134.0,5,1,1,0.0,0,0.05,0,2.0,1.23501500004204,3.0,0.9996642000041902,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1394.4126074498568,1.8589689474068214,0.09294844737034107,1.0,3.0,2,61,39,1
134,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,135.0,20,2,1,0.0,1,0.4,0,2.0,1.1995220000389963,3.0,0.43518249999033287,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3671.7851002865327,0.6118825990345508,0.24475303961382033,1.0,3.0,2,61,39,1
135,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,136.0,5,1,1,0.0,1,0.4,0,2.0,1.1409259000211023,2.0,0.5645863999961875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4773.871060171919,0.7955391048146779,0.3182156419258712,1.0,3.0,0,61,39,0
136,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,137.0,0,0,0,0.0,0,0.05,1,2.0,0.8820762999821454,3.0,0.4233235999708995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1411.2936962750716,1.8814740651580744,0.09407370325790372,1.0,3.0,2,61,39,1
137,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,138.0,90,4,1,1.0,1,0.4,1,1.0,1.858252999954857,4.0,1.2348751000245102,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3925.5616045845272,0.6541730443581735,0.2616692177432694,1.0,3.0,1,61,39,1
138,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,139.0,45,3,1,1.0,0,0.05,1,1.0,1.1878456000122242,4.0,0.2822821000008844,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1239.0759312320918,1.6518809908440097,0.0825940495422005,1.0,3.0,1,61,39,1
139,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,140.0,45,3,1,1.0,0,0.05,1,1.0,1.7171747999964282,2.0,0.8467321999487467,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867.8223495702006,1.1569422071326496,0.05784711035663249,1.0,3.0,0,61,39,0
140,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,141.0,45,3,1,1.0,1,0.4,1,1.0,1.7055028999457136,3.0,0.47052329999860376,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3298.5014326647565,0.549676948517657,0.21987077940706282,0.9753086419753086,3.0,2,61,39,1
141,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,142.0,0,0,0,0.0,1,0.4,1,2.0,1.164332700020168,3.0,1.2113648999948055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4880.587392550144,0.8133227890531501,0.3253291156212601,1.0,3.0,2,61,39,1
142,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,143.0,5,1,1,0.0,1,0.4,0,2.0,0.9291963999858126,2.0,0.4826235000509769,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4895.95558739255,0.8158838133903062,0.3263535253561225,1.0,3.0,0,61,39,0
143,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,144.0,90,4,1,1.0,1,0.4,1,1.0,1.3408260999713093,3.0,0.6821420000051148,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4834.515759312321,0.8056452071910947,0.32225808287643787,1.0,3.0,2,61,39,1
144,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,145.0,45,3,1,0.0,0,0.05,0,2.0,1.2114250000449829,2.0,0.5761972999898717,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1040.0458452722064,1.3865429213067677,0.06932714606533838,1.0,3.0,0,61,39,0
145,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,146.0,90,4,1,1.0,0,0.05,1,1.0,1.1761461000423878,4.0,0.29391569999279454,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1031.5401146131805,1.3752034590230375,0.06876017295115189,1.0,3.0,1,61,39,1
146,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,147.0,20,2,1,1.0,0,0.05,1,1.0,1.611310100008268,2.0,0.32915740000316873,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939.8896848137535,1.2530191771947121,0.06265095885973561,1.0,3.0,0,61,39,0
147,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,148.0,90,4,1,1.0,0,0.05,1,1.0,1.1289205999928527,4.0,0.2469456999679096,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,913.8495702005731,1.2183036531136824,0.060915182655684116,1.0,3.0,1,61,39,1
148,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,149.0,5,1,1,0.0,1,0.4,0,2.0,1.4113767999806441,2.0,0.6704618000076152,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4011.614613180516,0.6685133004233629,0.26740532016934515,1.0,3.0,0,61,39,0
149,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,150.0,90,4,1,1.0,1,0.4,1,1.0,1.6348915999988094,4.0,0.24688320001587272,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4570.992836676218,0.7617305753693204,0.30469223014772817,1.0,3.0,1,61,39,1
150,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,151.0,20,2,1,1.0,1,0.4,1,1.0,1.3759903000318445,2.0,0.4939215999911539,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718.131805157593,0.6196060200569246,0.24784240802276983,1.0,3.0,0,61,39,0
151,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,152.0,90,4,1,1.0,1,0.4,1,1.0,1.375992799992673,4.0,0.18827290000626817,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4550.659025787965,0.7583420586901688,0.30333682347606755,1.0,3.0,1,61,39,1
152,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,153.0,0,0,0,0.0,1,0.4,1,2.0,1.1055216999957338,3.0,0.8232841999852099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5006.010028653295,0.8342237749388907,0.3336895099755563,1.0,3.0,2,61,39,1
153,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,154.0,5,1,1,0.0,1,0.4,0,2.0,1.4113897000206634,3.0,0.6703147999942303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4781.351002865329,0.7967855957314572,0.31871423829258294,1.0,3.0,2,61,39,1
154,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,155.0,20,2,1,0.0,1,0.4,0,2.0,1.7524598999880254,2.0,1.1878086000215262,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4180.412607449856,0.6966425489017891,0.27865701956071565,1.0,3.0,0,61,39,0
155,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,156.0,45,3,1,1.0,0,0.05,1,1.0,1.6113781000021845,3.0,0.3411052000010386,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1494.1934097421204,1.9919922806854025,0.09959961403427012,1.0,3.0,2,61,39,1
156,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,157.0,90,4,1,1.0,0,0.05,1,1.0,1.5054952999926172,3.0,0.35279940004693344,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,962.1704871060172,1.2827229530809454,0.06413614765404727,1.0,3.0,2,61,39,1
157,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,158.0,0,0,0,0.0,0,0.05,1,2.0,0.999582799966447,3.0,0.4939703000127338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,940.6232091690545,1.2539970792815016,0.06269985396407508,1.0,3.0,2,61,39,1
158,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,159.0,0,0,0,1.0,1,0.4,0,1.0,1.6348101999610662,2.0,0.7056877000140958,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3935.243553008596,0.6557864873031255,0.2623145949212502,1.0,3.0,0,61,39,0
159,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,160.0,0,0,0,0.0,1,0.4,1,2.0,1.7994151000166312,2.0,0.5879499000147916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4566.319484240687,0.7609517871351632,0.30438071485406526,1.0,3.0,0,61,39,0
160,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,161.0,0,0,0,0.0,0,0.05,1,2.0,1.5877543999813497,2.0,0.5525793000124395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1803.4369627507162,2.4042620487277913,0.12021310243638957,1.0,3.0,0,61,39,0
161,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,162.0,0,0,0,0.0,1,0.4,1,2.0,2.7403439999907278,2.0,1.258422699989751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3883.489971346705,0.647162040285746,0.2588648161142984,1.0,3.0,0,61,39,0
162,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,163.0,90,4,1,1.0,1,0.4,1,1.0,1.528895299998112,4.0,0.2349940999993123,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4259.928366762178,0.7098934086725399,0.28395736346901596,1.0,3.0,1,61,39,1
163,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,164.0,0,0,0,0.0,0,0.05,1,2.0,1.4231694999616593,3.0,0.5763057000003755,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1560.590257879656,2.080509609224978,0.1040254804612489,1.0,3.0,2,61,39,1
164,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,165.0,45,3,1,1.0,0,0.05,1,1.0,1.0350393999833614,4.0,0.24687799997627735,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,806.3209169054442,1.0749512290433865,0.05374756145216932,1.0,3.0,1,61,39,1
165,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,166.0,90,4,1,1.0,0,0.05,1,1.0,1.3408072000020184,4.0,0.2706762999878265,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,683.3022922636103,0.9109482632497138,0.045547413162485686,1.0,3.0,1,61,39,1
166,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,167.0,20,2,1,0.0,1,0.4,0,2.0,1.2936451999703422,3.0,0.27034630003618076,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4035.4914040114613,0.6724922350372385,0.26899689401489546,0.7283950617283951,3.0,2,61,39,1
167,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,168.0,0,0,0,0.0,0,0.05,1,2.0,1.423394699988421,2.0,0.388115799985826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1425.7908309455588,1.9008010011272614,0.09504005005636307,1.0,3.0,0,61,39,0
168,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,169.0,5,1,1,0.0,0,0.05,0,2.0,1.1409218999906443,2.0,0.4233605999615975,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,790.8252148997135,1.0542930474599566,0.052714652372997835,1.0,3.0,0,61,39,0
169,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,170.0,90,4,1,1.0,1,0.4,1,1.0,1.199651500035543,3.0,0.9762728000059724,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4097.372492836676,0.6828043748894608,0.2731217499557843,1.0,3.0,2,61,39,1
170,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,171.0,0,0,0,0.0,0,0.05,1,2.0,0.9880357999936678,3.0,0.3175450999988243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1058.9699140401146,1.4117716491669305,0.07058858245834652,1.0,3.0,2,61,39,1
171,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,172.0,5,1,1,0.0,1,0.4,0,2.0,1.1643586999853142,3.0,0.4586674000020139,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4200.372492836676,0.699968752972383,0.2799875011889532,1.0,3.0,2,61,39,1
172,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,173.0,45,3,1,1.0,1,0.4,1,1.0,1.6231196000007913,3.0,0.5645405999966897,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4928.131805157593,0.8212458014194095,0.3284983205677638,0.9753086419753086,3.0,2,61,39,1
173,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,174.0,90,4,1,1.0,0,0.05,1,1.0,1.9406145000248216,2.0,0.5291878000134602,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530.5358166189112,2.0404423631767914,0.10202211815883958,1.0,3.0,0,61,39,0
174,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,175.0,90,4,1,1.0,1,0.4,1,1.0,1.364359900006093,3.0,0.3997823999961838,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4110.763610315186,0.6850359302618294,0.2740143721047318,1.0,3.0,2,61,39,1
175,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,176.0,45,3,1,1.0,1,0.4,1,1.0,1.0231685999897309,4.0,0.011689100007060915,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4527.0257879656165,0.754403710832825,0.30176148433313,1.0,3.0,1,61,39,1
176,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,177.0,45,3,1,1.0,1,0.4,1,1.0,1.0584825000260025,4.0,0.3056826999527402,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4708.749283667622,0.7846869223549563,0.3138747689419825,1.0,3.0,1,61,39,1
177,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,178.0,90,4,1,1.0,1,0.4,1,1.0,1.117399499984458,3.0,0.10589740000432357,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4907.329512893983,0.817779214920341,0.32711168596813645,1.0,3.0,2,61,39,1
178,23,15002,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject23_CD_session1_run1_10_3_14.mat,179.0,5,1,1,0.0,1,0.4,0,2.0,1.16446050000377,2.0,0.9643337999586947,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4973.789398280803,0.8288543857953611,0.3315417543181444,1.0,3.0,0,61,39,0
